Status,VendorCode,VendorName,JV Date,InvoiceNo,"InvoiceDate ",Description,InvoiceAmt,Total GST,IGSTAmount,CGSTAmount,SGSTAmount,TdsAmount,Payable,ExpenseCode,RoundOff,Invoice Created By
BankFile Generated,SC28,CAMEO COPORATE SERVICES LTD,2025-03-14,TN249346/B/24-25,2025-03-14,"CAMEO-FEB2025,Fee for Providing manpower to process CKYC Solution for Account Opening Forms & KRA Process for the month of Feb-2025.",40606.50,7309.18,0.00,3654.59,3654.59,406.00,47509.68,CAMEO,0.00,shaji@flattrade.in
BankFile Verified,SC34,TIME PACKAGED DRINKING WATER,2025-03-31,TAW30963,2025-03-31,"TPDW-WATER,Water expenses Chennai HO Month MAR-2025",4770.00,0.00,0.00,0.00,0.00,0.00,4770.00,EXP046,0.00,shaji@flattrade.in
BankFile Verified,SC34,TIME PACKAGED DRINKING WATER,2025-04-30,TAW30964,2025-04-30,"TPDW-WATER,Water expenses Chennai HO Month APR-2025",4770.00,0.00,0.00,0.00,0.00,0.00,4770.00,EXP046,0.00,shaji@flattrade.in
Payment Approved,SC28,CAMEO COPORATE SERVICES LTD,2025-05-01,INV/25-26/10547,2025-05-01,"CAMEO-MAR2025,Fee for Providing manpower to process CKYC Solution for Account Opening Forms & KRA Process for the month of March-2025.",40606.50,7309.18,0.00,3654.59,3654.59,406.00,47509.68,CAMEO,0.00,shaji@flattrade.in
"Bill Approved,JV Posted",SC28,CAMEO COPORATE SERVICES LTD,2025-06-01,INV/25-26/11456,2025-06-01,"CAMEO-APRIL2025,Fee for Providing manpower to process CKYC Solution for Account Opening Forms & KRA Process for the month of April-2025.",40606.50,7309.18,0.00,3654.59,3654.59,406.00,47509.68,CAMEO,0.00,shaji@flattrade.in
Payment Approved,SC35,D2S ENTERPRISES,2024-01-01,1194,2023-12-31,"D2S-MILK COFFEE,Chennai Branch Coffee Tea Milk Strir Month Dec-2023",30324.00,1516.20,0.00,758.10,758.10,303.00,31537.20,EXP046,0.00,shaji@flattrade.in
Payment Approved,SC30,NPS CORPORATE CONTRIBUTION COLLECTION ACCOUNT,2024-01-03,NPS-1,2023-12-03,"NPS-DECEMBER,NPS Contribution for Krishnamoorthy month of Dec-2023",10183.00,0.00,0.00,0.00,0.00,0.00,10183.00,NPSA,0.00,shaji@flattrade.in
BankFile Generated,SC37,NEXUS ERA GLOBAL,2024-01-03,A103/23-24,2023-12-22,"NEXUS-ADN,OFC Maintenance Charges 08/12/2023 to 07/01/2024",3300.00,594.00,0.00,0.00,0.00,66.00,3828.00,EXP067,0.00,shaji@flattrade.in
BankFile Generated,SC37,NEXUS ERA GLOBAL,2024-01-03,A102/23-24,2023-12-22,"NEXUS-RAILTEL,OFC Maintenance Charge 25/12/2023 To 24/01/2024",3500.00,630.00,0.00,0.00,0.00,70.00,4060.00,EXP067,0.00,shaji@flattrade.in
Payment Approved,SC37,NEXUS ERA GLOBAL,2024-01-18,A107/23-24,2024-01-17,"NEXUS-ADN,OFC Maintenance Charges 08/01/2024 to 07/02/2024",3300.00,594.00,0.00,0.00,0.00,66.00,3828.00,EXP067,0.00,shaji@flattrade.in
BankFile Generated,SC37,NEXUS ERA GLOBAL,2024-01-20,A106/23-24,2024-01-17,"NEXUS-RAILTEL,OFC MAINTENANCE CHARGE RAILTEL 25/01/2024 TO 24/02/2024",3500.00,630.00,0.00,0.00,0.00,70.00,4060.00,EXP067,0.00,shaji@flattrade.in
BankFile Generated,SC35,D2S ENTERPRISES,2024-02-03,1233,2024-01-31,"D2S-MILK COFFEE,Chennai Branch Coffee Tea Milk Strir Month Jan-2024",30908.25,1545.42,0.00,772.71,772.71,309.00,32144.66,EXP046,-0.01,shaji@flattrade.in
BankFile Generated,SC30,NPS CORPORATE CONTRIBUTION COLLECTION ACCOUNT,2024-02-06,NPS-2,2024-02-06,"NPS-JAN24,NPS Contribution for Krishnamoorthy month of Jan-2024",10183.00,0.00,0.00,0.00,0.00,0.00,10183.00,NPSA,0.00,shaji@flattrade.in
BankFile Generated,SC37,NEXUS ERA GLOBAL,2024-02-22,A123/23-24,2024-02-22,"NEXUS-ADN,OFC MAINTENANCE CHARGE ADN 08/02/2024 TO 07/03/2024",3300.00,594.00,0.00,0.00,0.00,66.00,3828.00,EXP067,0.00,shaji@flattrade.in
BankFile Generated,SC37,NEXUS ERA GLOBAL,2024-02-22,A122/23-24,2024-02-22,"NEXUS-RAILTEL,OFC MAINTENANCE CHARGE RAILTEL 25/02/2024 TO 24/03/2024",3500.00,630.00,0.00,0.00,0.00,70.00,4060.00,EXP067,0.00,shaji@flattrade.in
BankFile Generated,SC35,D2S ENTERPRISES,2024-02-29,1271,2024-02-29,"D2S-MILK COFFEE,Chennai Branch Coffee Tea Milk Strir Month Feb-2024",33596.75,1679.84,0.00,839.92,839.92,336.00,34940.59,EXP046,0.00,shaji@flattrade.in
BankFile Generated,SC30,NPS CORPORATE CONTRIBUTION COLLECTION ACCOUNT,2024-03-11,NPS-3,2024-03-11,"NPS-FEB24,NPS Contribution for Krishnamoorthy month of Feb-2024",10183.00,0.00,0.00,0.00,0.00,0.00,10183.00,NPSA,0.00,shaji@flattrade.in
BankFile Generated,SC30,NPS CORPORATE CONTRIBUTION COLLECTION ACCOUNT,2024-03-20,NPS-4,2024-03-20,"NPS-MAR24,NPS Contribution for Krishnamoorthy month of Mar-2024",10183.00,0.00,0.00,0.00,0.00,0.00,10183.00,NPSA,0.00,shaji@flattrade.in
BankFile Generated,SC37,NEXUS ERA GLOBAL,2024-03-27,A189/23-24,2024-03-27,"NEXUS-RAILTEL,OFC MAINTENANCE CHARGE RAILTEL 25/03/2024 TO 24/04/2024",3500.00,630.00,0.00,0.00,0.00,70.00,4060.00,EXP067,0.00,sethuraman.b@flattrade.in
BankFile Generated,SC37,NEXUS ERA GLOBAL,2024-03-27,A190/23-24,2024-03-27,"NEXUS-ADN,OFC Maintenance Charges 08/03/2024 to 07/04/2024",3300.00,594.00,0.00,0.00,0.00,66.00,3828.00,EXP067,0.00,sethuraman.b@flattrade.in
BankFile Generated,SC35,D2S ENTERPRISES,2024-04-01,1314,2024-04-01,"D2S-MILK COFFEE,Chennai Branch Coffee Tea Milk Strir Month Mar-2024",36461.74,0.00,0.00,0.00,0.00,0.00,36461.74,SC35,0.00,shaji@flattrade.in
BankFile Generated,SC37,NEXUS ERA GLOBAL,2024-04-21,A204/24-25,2024-04-21,"NEXUS-ADN,OFC Maintenance Charges 08/04/2024 to 07/05/2024",3300.00,594.00,0.00,0.00,0.00,66.00,3828.00,EXP067,0.00,shaji@flattrade.in
BankFile Generated,SC37,NEXUS ERA GLOBAL,2024-04-21,A203/24-25,2024-04-21,"NEXUS-RAILTEL,OFC Maintenance Charges 25/04/2024 to 24/05/2024",3500.00,630.00,0.00,0.00,0.00,70.00,4060.00,EXP067,0.00,shaji@flattrade.in
BankFile Generated,SC30,NPS CORPORATE CONTRIBUTION COLLECTION ACCOUNT,2024-04-30,30042024,2024-04-30,"NPS-MAR24,NPS Contribution for Krishnamoorthy month of April-2024",10183.00,0.00,0.00,0.00,0.00,0.00,10183.00,NPSA,0.00,shaji@flattrade.in
BankFile Generated,SC35,D2S ENTERPRISES,2024-04-30,1350,2024-04-30,"D2S-MILK COFFEE,Chennai Branch Coffee Tea Milk Strir Month April-2024",36945.50,1847.28,0.00,923.64,923.64,369.00,38423.78,EXP046,0.00,shaji@flattrade.in
BankFile Generated,SC37,NEXUS ERA GLOBAL,2024-05-18,A216/24-25,2024-05-18,"NEXUS-RAILTEL,OFC Maintenance Charges 25/05/2024 to 24/06/2024",3500.00,630.00,0.00,0.00,0.00,70.00,4060.00,EXP067,0.00,shaji@flattrade.in
BankFile Generated,SC37,NEXUS ERA GLOBAL,2024-05-18,A217/24-25,2024-05-18,"NEXUS-ADN,OFC Maintenance Charges 08/05/2024 to 07/06/2024",3300.00,594.00,0.00,0.00,0.00,66.00,3828.00,EXP064,0.00,shaji@flattrade.in
BankFile Generated,SC35,D2S ENTERPRISES,2024-05-31,1388,2024-05-31,"D2S-MILK COFFEE,Chennai Branch Coffee Tea Milk Strir Month May-2024",41334.50,2066.72,0.00,1033.36,1033.36,413.00,42988.23,EXP046,0.01,shaji@flattrade.in
BankFile Generated,SC30,NPS CORPORATE CONTRIBUTION COLLECTION ACCOUNT,2024-05-31,3052024,2024-05-31,"NPS-May24,NPS Contribution for Krishnamoorthy month of May-2024",10183.00,0.00,0.00,0.00,0.00,0.00,10183.00,NPSA,0.00,shaji@flattrade.in
BankFile Generated,SC37,NEXUS ERA GLOBAL,2024-06-26,A235/24-25,2024-06-26,"NEXUS-ADN,OFC Maintenance Charges 08/06/2024 to 07/07/2024",3300.00,594.00,0.00,0.00,0.00,66.00,3828.00,EXP067,0.00,shaji@flattrade.in
BankFile Generated,SC37,NEXUS ERA GLOBAL,2024-06-26,A234/24-25,2024-06-26,"NEXUS-RAILTEL,OFC Maintenance Charges 25/06/2024 to 24/07/2024",3500.00,630.00,0.00,0.00,0.00,70.00,4060.00,EXP067,0.00,shaji@flattrade.in
BankFile Generated,SC30,NPS CORPORATE CONTRIBUTION COLLECTION ACCOUNT,2024-06-29,30062024,2024-06-29,"NPS-May24,NPS Contribution for Krishnamoorthy month of June-2024",10183.00,0.00,0.00,0.00,0.00,0.00,10183.00,NPSA,0.00,shaji@flattrade.in
BankFile Generated,SC35,D2S ENTERPRISES,2024-06-30,1427,2024-06-30,"D2S-MILK COFFEE,Chennai Branch Coffee Tea Milk Strir Month June-2024",38465.50,1923.28,0.00,961.64,961.64,385.00,40003.78,EXP046,0.00,shaji@flattrade.in
BankFile Generated,SC35,D2S ENTERPRISES,2024-07-31,1468,2024-07-31,"D2S-MILK COFFEE,Chennai Branch Coffee Tea Milk Strir Month July-2024",47880.00,2394.00,0.00,1197.00,1197.00,479.00,49795.00,EXP046,0.00,shaji@flattrade.in
BankFile Generated,SC37,NEXUS ERA GLOBAL,2024-07-25,A246/24-25,2024-07-25,"NEXUS-RAILTEL,OFC Maintenance Charges 25/07/2024 to 24/08/2024",3500.00,630.00,0.00,0.00,0.00,70.00,4060.00,EXP067,0.00,shaji@flattrade.in
BankFile Generated,SC37,NEXUS ERA GLOBAL,2024-07-25,A247/24-25,2024-07-25,"NEXUS-ADN,OFC Maintenance Charges 08/07/2024 to 07/08/2024",3300.00,594.00,0.00,0.00,0.00,66.00,3828.00,EXP067,0.00,shaji@flattrade.in
BankFile Generated,SC30,NPS CORPORATE CONTRIBUTION COLLECTION ACCOUNT,2024-07-31,31072024,2024-07-31,"NPS-May24,NPS Contribution for Krishnamoorthy month of July-2024",12000.00,0.00,0.00,0.00,0.00,0.00,12000.00,NPSA,0.00,shaji@flattrade.in
BankFile Generated,SC30,NPS CORPORATE CONTRIBUTION COLLECTION ACCOUNT,2024-08-05,300362024,2024-08-05,NPS-ARREARS.NPS amount arrears April may june-2024,5451.00,0.00,0.00,0.00,0.00,0.00,5451.00,NPSA,0.00,shaji@flattrade.in
BankFile Generated,SC37,NEXUS ERA GLOBAL,2024-08-25,A258/24-25,2024-08-25,"NEXUS-RAILTEL,OFC Maintenance Charges 25/08/2024 to 24/09/2024",3500.00,630.00,0.00,0.00,0.00,70.00,4060.00,EXP067,0.00,shaji@flattrade.in
BankFile Generated,SC37,NEXUS ERA GLOBAL,2024-08-25,A259/24-25,2024-08-25,"NEXUS-ADN,OFC Maintenance Charges 08/08/2024 to 07/09/2024",3300.00,594.00,0.00,0.00,0.00,66.00,3828.00,EXP067,0.00,shaji@flattrade.in
BankFile Generated,SC35,D2S ENTERPRISES,2024-08-31,1506,2024-08-31,"D2S-MILK COFFEE,Chennai Branch Coffee Tea Milk Strir Month August-2024",41230.00,2061.50,0.00,1030.75,1030.75,412.00,42879.50,EXP046,0.00,shaji@flattrade.in
BankFile Generated,SC30,NPS CORPORATE CONTRIBUTION COLLECTION ACCOUNT,2024-08-31,31082024,2024-08-31,"NPS-AUG24,NPS Contribution for Krishnamoorthy month of August-2024",12000.00,0.00,0.00,0.00,0.00,0.00,12000.00,NPSA,0.00,shaji@flattrade.in
BankFile Generated,SC30,NPS CORPORATE CONTRIBUTION COLLECTION ACCOUNT,2024-09-24,24092024,2024-09-24,"NPS-NPS24,NPS Contribution for Shivaraj month of June July August -2024",37251.00,0.00,0.00,0.00,0.00,0.00,37251.00,NPSA,0.00,shaji@flattrade.in
BankFile Generated,SC30,NPS CORPORATE CONTRIBUTION COLLECTION ACCOUNT,2024-09-24,24092024,2024-09-24,"NPS-NPS24,NPS Contribution for Shivaraj month of June July August -2024",37251.00,0.00,0.00,0.00,0.00,0.00,37251.00,NPSA,0.00,shaji@flattrade.in
BankFile Generated,SC30,NPS CORPORATE CONTRIBUTION COLLECTION ACCOUNT,2024-09-24,24092024,2024-09-24,"NPS-NPS24,NPS Contribution for Shivaraj month of June July August -2024",37251.00,0.00,0.00,0.00,0.00,0.00,37251.00,NPSA,0.00,shaji@flattrade.in
BankFile Generated,SC37,NEXUS ERA GLOBAL,2024-09-20,A274/24-25,2024-09-20,"NEXUS-RAILTEL,OFC Maintenance Charges 25/09/2024 to 24/10/2024",3500.00,630.00,0.00,0.00,0.00,70.00,4060.00,EXP067,0.00,shaji@flattrade.in
BankFile Generated,SC37,NEXUS ERA GLOBAL,2024-09-20,A275/24-25,2024-09-20,"NEXUS-ADN,OFC Maintenance Charges 08/09/2024 to 07/10/2024",3300.00,594.00,0.00,0.00,0.00,66.00,3828.00,EXP067,0.00,shaji@flattrade.in
BankFile Generated,SC30,NPS CORPORATE CONTRIBUTION COLLECTION ACCOUNT,2024-09-30,30092024,2024-09-30,"NPS-NPS24,NPS Contribution for Krishnamurthy,Selvakumar,Shivaraj month of Sep-2024",35250.00,0.00,0.00,0.00,0.00,0.00,35250.00,NPSA,0.00,shaji@flattrade.in
BankFile Generated,SC30,NPS CORPORATE CONTRIBUTION COLLECTION ACCOUNT,2024-09-30,30092024,2024-09-30,"NPS-NPS24,NPS Contribution for Krishnamurthy,Selvakumar,Shivaraj month of Sep-2024",35250.00,0.00,0.00,0.00,0.00,0.00,35250.00,NPSA,0.00,shaji@flattrade.in
BankFile Generated,SC30,NPS CORPORATE CONTRIBUTION COLLECTION ACCOUNT,2024-09-30,30092024,2024-09-30,"NPS-NPS24,NPS Contribution for Krishnamurthy,Selvakumar,Shivaraj month of Sep-2024",35250.00,0.00,0.00,0.00,0.00,0.00,35250.00,NPSA,0.00,shaji@flattrade.in
BankFile Generated,SC35,D2S ENTERPRISES,2024-09-30,1553,2024-09-30,"D2S-MILK COFFEE,Chennai Branch Coffee Tea Milk Strir Month Sep-2024",37928.75,1896.44,0.00,948.22,948.22,379.00,39446.19,EXP046,0.00,shaji@flattrade.in
BankFile Generated,SC37,NEXUS ERA GLOBAL,2024-10-25,A296/24-25,2024-10-25,"NEXUS-ADN,OFC Maintenance Charges 08/10/2024 to 07/11/2024",3300.00,594.00,0.00,0.00,0.00,66.00,3828.00,EXP067,0.00,shaji@flattrade.in
BankFile Generated,SC37,NEXUS ERA GLOBAL,2024-10-25,A295/24-25,2024-10-25,"NEXUS-RAILTEL,OFC Maintenance Charges 2510/2024 to 24/11/2024",3500.00,630.00,0.00,0.00,0.00,70.00,4060.00,EXP067,0.00,shaji@flattrade.in
Rejected,SC30,NPS CORPORATE CONTRIBUTION COLLECTION ACCOUNT,2024-10-31,31102024,2024-10-31,"NPS-OCT24,NPS Contribution for Selvakumar,Shivaraj month of Oct-2024",23250.00,0.00,0.00,0.00,0.00,0.00,23250.00,NPSA,0.00,shaji@flattrade.in
BankFile Generated,SC35,D2S ENTERPRISES,2024-10-30,1579,2024-10-30,"D2S-MILK COFFEE,Chennai Branch Coffee Tea Milk Strir Month Oct-2024",38940.50,1947.02,0.00,973.51,973.51,389.00,40498.53,EXP046,0.01,shaji@flattrade.in
BankFile Generated,SC30,NPS CORPORATE CONTRIBUTION COLLECTION ACCOUNT,2024-10-31,311020241,2024-10-31,"NPS-OCT24,NPS Contribution for Selvakumar,Shivaraj month of Oct-2024",23250.00,0.00,0.00,0.00,0.00,0.00,23250.00,NPSA,0.00,shaji@flattrade.in
BankFile Generated,SC49,PROVANIC,2024-11-04,1631,2024-11-04,"PROVANIC-AMCFLATTRDE,AMC for Flattrade - Monthly Billing for Sep and oct-2024",20000.00,0.00,0.00,0.00,0.00,400.00,19600.00,PROVANIC,0.00,shaji@flattrade.in
BankFile Generated,SC37,NEXUS ERA GLOBAL,2024-11-21,A301/24-25,2024-11-21,"NEXUS-RAILTEL,OFC Maintenance Charges 25/11/2024 to 24/12/2024",3500.00,630.00,0.00,0.00,0.00,70.00,4060.00,EXP067,0.00,shaji@flattrade.in
BankFile Generated,SC37,NEXUS ERA GLOBAL,2024-11-21,A302/24-25,2024-11-21,"NEXUS-ADN,OFC Maintenance Charges 08/11/2024 to 07/12/2024",3300.00,594.00,0.00,0.00,0.00,66.00,3828.00,EXP067,0.00,shaji@flattrade.in
BankFile Generated,SC35,D2S ENTERPRISES,2024-11-30,1643,2024-11-30,"D2S-MILK COFFEE,Chennai Branch Coffee Tea Milk Strir Month Nov-2024",41999.50,2099.98,0.00,1049.99,1049.99,420.00,43679.48,EXP046,0.00,shaji@flattrade.in
Rejected,SC30,NPS CORPORATE CONTRIBUTION COLLECTION ACCOUNT,2024-11-30,31112024,2024-11-30,"NPS-NOV24,NPS Contribution for Selvakumar,Shivaraj month of Nov-2024",23250.00,0.00,0.00,0.00,0.00,0.00,23250.00,NPSA,0.00,shaji@flattrade.in
BankFile Generated,SC30,NPS CORPORATE CONTRIBUTION COLLECTION ACCOUNT,2024-11-30,0112024,2024-11-30,"NPS-NOV24,NPS Contribution for Selvakumar,Shivaraj month of Nov-2024",23250.00,0.00,0.00,0.00,0.00,0.00,23250.00,NPSA,0.00,shaji@flattrade.in
BankFile Generated,SC49,PROVANIC,2024-12-16,1633,2024-12-16,"PROVANIC-AMCFLATTRDE,AMC for Flattrade - Monthly Billing for Nov-2024",10000.00,0.00,0.00,0.00,0.00,200.00,9800.00,PROVANIC,0.00,shaji@flattrade.in
BankFile Generated,SC37,NEXUS ERA GLOBAL,2024-12-21,A311/24-25,2024-12-21,"NEXUS-RAILTEL,OFC Maintenance Charges 25/12/2024 to 24/01/2025",3500.00,630.00,0.00,0.00,0.00,70.00,4060.00,EXP067,0.00,shaji@flattrade.in
BankFile Generated,SC37,NEXUS ERA GLOBAL,2024-12-21,A312/24-25,2024-12-21,"NEXUS-ADN,OFC Maintenance Charges 08/12/2024 to 07/01/2025",3300.00,594.00,0.00,0.00,0.00,66.00,3828.00,EXP067,0.00,shaji@flattrade.in
BankFile Generated,SC30,NPS CORPORATE CONTRIBUTION COLLECTION ACCOUNT,2024-12-31,31122024,2024-12-31,"NPS-DEC24,NPS Contribution for Selvakumar,Shivaraj month of Dec-2024",23250.00,0.00,0.00,0.00,0.00,0.00,23250.00,NPSA,0.00,shaji@flattrade.in
BankFile Generated,SC35,D2S ENTERPRISES,2025-01-01,1681,2024-12-31,"D2S-MILK COFFEE,Chennai Branch Coffee Tea Milk Strir Month Dec-2024",44298.50,2214.92,0.00,1107.46,1107.46,443.00,46070.43,EXP046,0.01,shaji@flattrade.in
BankFile Generated,SC37,NEXUS ERA GLOBAL,2025-01-14,A315/24-25,2025-01-14,"NEXUS-ADN,OFC Maintenance Charges 14/01/2025 to 07/02/2025",3300.00,594.00,0.00,0.00,0.00,66.00,3828.00,EXP067,0.00,shaji@flattrade.in
BankFile Generated,SC37,NEXUS ERA GLOBAL,2025-01-14,A314/24-25,2025-01-14,"NEXUS-RAILTEL,OFC Maintenance Charges 25/01/2025 to 24/02/2025",3500.00,630.00,0.00,0.00,0.00,70.00,4060.00,EXP067,0.00,shaji@flattrade.in
BankFile Verified,SC30,NPS CORPORATE CONTRIBUTION COLLECTION ACCOUNT,2025-01-31,31012025,2025-01-31,"NPS-JAN25,NPS Contribution for Shivaraj month of Jan-2025",12417.00,0.00,0.00,0.00,0.00,0.00,12417.00,NPSA,0.00,shaji@flattrade.in
BankFile Verified,SC35,D2S ENTERPRISES,2025-02-01,1724,2025-01-31,"D2S-MILK COFFEE,Chennai Branch Coffee Tea Milk Strir Month Jan-2025",43543.25,2177.16,0.00,1088.58,1088.58,435.00,45285.41,EXP046,0.00,shaji@flattrade.in
BankFile Generated,SC37,NEXUS ERA GLOBAL,2025-02-15,A322/24-25 I,2025-02-15,"NEXUS-ADN,OFC Maintenance Charges 14/02/2025 to 07/03/2025",3300.00,594.00,0.00,0.00,0.00,66.00,3828.00,EXP067,0.00,shaji@flattrade.in
BankFile Generated,SC37,NEXUS ERA GLOBAL,2025-02-15,A321/24-25,2025-02-15,"NEXUS-RAILTEL,OFC Maintenance Charges 25/02/2025 to 24/03/2025",3500.00,630.00,0.00,0.00,0.00,70.00,4060.00,EXP067,0.00,shaji@flattrade.in
Rejected,SC35,D2S ENTERPRISES,2025-02-28,1767,2025-02-28,"D2S-MILK COFFEE,Chennai Branch Coffee Tea Milk Strir Month Feb-2025",43866.25,2193.30,0.00,1096.65,1096.65,439.00,45620.55,EXP046,0.00,meena@flattrade.in
BankFile Generated,SC35,D2S ENTERPRISES,2025-02-01,1767-1,2025-02-28,"D2S-MILK COFFEE,Chennai Branch Coffee Tea Milk Strir Month Feb-2025",43866.24,2193.32,0.00,1096.66,1096.66,439.00,45620.56,EXP046,0.00,shaji@flattrade.in
BankFile Generated,SC30,NPS CORPORATE CONTRIBUTION COLLECTION ACCOUNT,2025-02-28,28022025,2025-02-28,"NPS-FEB25,NPS Contribution for Shivaraj month of Feb-2025 and arrear amount June To jan-2025",33164.00,0.00,0.00,0.00,0.00,0.00,33164.00,NPSA,0.00,shaji@flattrade.in
BankFile Generated,SC49,PROVANIC,2025-03-21,1640,2025-03-21,"PROVANIC-AMCFLATTRDE,AMC for Flattrade - Monthly Billing for Dec-2024 Jan-2025 Feb-2025",30000.00,0.00,0.00,0.00,0.00,600.00,29400.00,PROVANIC,0.00,shaji@flattrade.in
BankFile Generated,SC37,NEXUS ERA GLOBAL,2025-03-26,A354/24-25,2025-03-26,"NEXUS-ADN,OFC Maintenance Charges 08/03/2025 to 07/04/2025",3300.00,594.00,0.00,0.00,0.00,66.00,3828.00,EXP067,0.00,shaji@flattrade.in
BankFile Generated,SC37,NEXUS ERA GLOBAL,2025-03-26,A353/24-25,2025-03-26,"NEXUS-RAILTEL,OFC Maintenance Charges 25/03/2025 to 24/04/2025",3500.00,630.00,0.00,0.00,0.00,70.00,4060.00,EXP067,0.00,shaji@flattrade.in
BankFile Verified,SC35,D2S ENTERPRISES,2025-04-01,1810,2025-03-31,"D2S-MILK COFFEE,Chennai Branch Coffee Tea Milk Strir Month MAR-2025",44678.50,2233.92,0.00,1116.96,1116.96,447.00,46465.43,EXP046,0.01,shaji@flattrade.in
Rejected,SC37,NEXUS ERA GLOBAL,2025-04-16,A360/25-26,2025-04-16,"NEXUS-ADN,OFC Maintenance Charges 11/04/2025 to 10/05/2025",4500.00,810.00,0.00,0.00,0.00,90.00,5220.00,EXP067,0.00,elakiya.r@flattrade.in
Rejected,SC37,NEXUS ERA GLOBAL,2025-04-16,A359/25-26,2025-04-16,"NEXUS-RAILTEL,OFC Maintenance Charges 11/04/2025 to 10/05/2025",4500.00,810.00,0.00,0.00,0.00,90.00,5220.00,EXP067,0.00,elakiya.r@flattrade.in
BankFile Generated,SC37,NEXUS ERA GLOBAL,2025-04-16,A359/25-26-1,2025-04-16,"NEXUS-RAILTEL,OFC Maintenance Charges 11/04/2025 to 10/05/2025",4500.00,810.00,0.00,0.00,0.00,90.00,5220.00,EXP067,0.00,elakiya.r@flattrade.in
BankFile Generated,SC37,NEXUS ERA GLOBAL,2025-04-16,A360/25-26-1,2025-04-16,"NEXUS-ADN,OFC Maintenance Charges 11/04/2025 to 10/05/2025",4500.00,810.00,0.00,0.00,0.00,90.00,5220.00,EXP067,0.00,elakiya.r@flattrade.in
BankFile Verified,SC30,NPS CORPORATE CONTRIBUTION COLLECTION ACCOUNT,2025-04-30,30042025,2025-04-30,"NPS-APRIL25,NPS Contribution for Shivaraj month of April-2025",15000.00,0.00,0.00,0.00,0.00,0.00,15000.00,NPSA,0.00,shaji@flattrade.in
BankFile Verified,SC35,D2S ENTERPRISES,2025-04-30,1849,2025-04-30,"D2S-MILK COFFEE,Chennai Branch Coffee Tea Milk Strir Month APRIL-2025",40498.50,2024.92,0.00,1012.46,1012.46,405.00,42118.43,EXP046,0.01,elakiya.r@flattrade.in
BankFile Generated,SC37,NEXUS ERA GLOBAL,2025-05-19,373,2025-05-19,"NEXUS-ADN,OFC Maintenance Charges 11/05/2025 to 10/06/2025",4500.00,810.00,0.00,0.00,0.00,90.00,5220.00,EXP067,0.00,shaji@flattrade.in
BankFile Generated,SC37,NEXUS ERA GLOBAL,2025-05-19,374,2025-05-19,"NEXUS-RAILTEL,OFC Maintenance Charges 11/05/2025 to 10/06/2025",4500.00,810.00,0.00,0.00,0.00,90.00,5220.00,EXP067,0.00,shaji@flattrade.in
BankFile Verified,SC35,D2S ENTERPRISES,2025-05-31,1882,2025-05-31,"D2S-MILK COFFEE,Chennai Branch Coffee Tea Milk Strir Month MAY-2025",39714.75,1985.74,0.00,992.87,992.87,397.00,41303.49,EXP046,0.00,elakiya.r@flattrade.in
BankFile Verified,SC30,NPS CORPORATE CONTRIBUTION COLLECTION ACCOUNT,2025-05-31,31052025,2025-05-31,"NPS-MAY25,NPS Contribution for Shivaraj month of MAY-2025",15000.00,0.00,0.00,0.00,0.00,0.00,15000.00,NPSA,0.00,elakiya.r@flattrade.in
Payment Approved,SC49,PROVANIC,2025-06-09,1645,2025-06-09,"PROVANIC-AMCFLATTRDE,AMC for Flattrade - Monthly Billing for  Mar-2025 to May-2025",30000.00,0.00,0.00,0.00,0.00,600.00,29400.00,PROVANIC,0.00,shaji@flattrade.in
"Bill Approved,JV Posted",SC37,NEXUS ERA GLOBAL,2025-06-20,383,2025-06-20,"NEXUS-ADN,OFC Maintenance Charges 11/06/2025 to 10/07/2025",4500.00,810.00,0.00,0.00,0.00,90.00,5220.00,EXP067,0.00,shaji@flattrade.in
"Bill Approved,JV Posted",SC37,NEXUS ERA GLOBAL,2025-06-20,384,2025-06-20,"NEXUS-RAILTEL,OFC Maintenance Charges 11/06/2025 to 10/07/2025",4500.00,810.00,0.00,0.00,0.00,90.00,5220.00,EXP067,0.00,shaji@flattrade.in
Payment Approved,SC08,VODAFONE IDEA LTD,2023-12-13,TNI0412305481848,2023-12-12,"VIPOSTPAID,MD Vodafone Idea Post paid bill Period Of 12/11/2023 to 11/12/2023",824.82,0.00,0.00,0.00,0.00,0.00,824.82,EXP011,0.00,shaji@flattrade.in
Payment Approved,SC48,RAVI PROVISION STORE-JBL,2023-12-16,1568,2023-12-11,"RAVI-NESCAFE,Everyday dairy whitner nescafe purchased Jabalpur Branch",7795.15,980.22,0.00,490.12,490.12,0.00,8776.00,EXP046,0.63,shaji@flattrade.in
Payment Approved,SC48,RAVI PROVISION STORE-JBL,2023-12-16,1568,2023-12-11,"RAVI-NESCAFE,Everyday dairy whitner nescafe purchased Jabalpur Branch",7795.15,980.22,0.00,490.12,490.12,0.00,8776.00,EXP046,0.63,shaji@flattrade.in
Payment Approved,SC48,RAVI PROVISION STORE-JBL,2023-12-16,1568,2023-12-11,"RAVI-NESCAFE,Everyday dairy whitner nescafe purchased Jabalpur Branch",7795.15,980.22,0.00,490.12,490.12,0.00,8776.00,EXP046,0.63,shaji@flattrade.in
